Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
BP5424,56600,490012694E,517115,172224,73,5H13,0
BP5426,73566,490001217N,517114,175998,15,3M13,0
BP5427,75012,490018841N,517114,185215,53,QP26,0
BP5428,72843,490018842E,517112,185384,139,QP27,0
BP5429,56611,490018843E,517111,185274,104,QP29,0
BP5430,56664,490018842W,517109,185354,318,QP27,0
BP5431,48667,490018841S,517107,185224,236,QP26,0
BP5432,76036,490018845N,517107,189900,11,9D03,0
BP5434,71592,490018856E,517105,182898,104,WK10,0
BP5435,77032,490018559W,517104,168646,270,FU32,0
BP5436,55116,490018903E,517101,168666,89,FU35,0
BP5437,75910,490018904W,517098,168670,267,FU33,0
BP5438,51767,490018905E,517092,168699,63,FU36,0
BP5439,52011,490018905W,517090,168700,243,FU36,0
BP544,48755,490003480W,517088,181274,268,BP34,0
BP5440,53346,490018906N,517086,168707,291,FU34,0
BP5441,49621,490018846N,517080,191329,334,VH66,0
BP5442,53619,490018848E,517078,172378,94,5H17,0
BP5443,48505,490018850W,517077,178823,253,Q614,0
BP5448,51183,4900018860W,517075,179036,233,3F14,0
BP5449,47045,490018854E,517075,182020,100,A535,0
BP545,57692,490011545E,517072,181730,130,BE12,0
BP5450,51986,490018858E,517069,170410,101,MB26,0
BP5451,71794,490018859S,517066,169559,153,MC13,0
BP5452,50120,490007741N,517059,169381,318,MC07,0
BP5453,59408,490018859N,517058,169579,333,MC13,0
BP5454,76712,490018858W,517055,170404,276,MB26,0
BP5455,58104,490018861,517055,177752,125,2117,0
BP5456,50839,490018884S,517052,182175,190,A541,0
BP5458,91507,490000248N2,517050,179131,22,0G15,0
BP5459,71311,490018871E,517045,189926,119,T724,0
BP546,77116,490013509N,517044,182436,331,B514,0
BP5460,51044,490018872E,517042,189776,101,T725,0
BP5461,77001,490018877N,517040,169146,325,L921,0
BP5462,72561,490018877S,517033,169133,145,L921,0
BP5463,47577,490012475N,517032,168882,323,L920,0
BP5465,48986,490018878N,517031,168685,318,L939,0
BP5466,56267,490018878E,517020,168592,139,L939,0
BP5467,77590,490018879N,517019,168488,306,L906,0
BP5468,48198,490018880N,517017,168371,327,L937,0
BP5469,74573,490018881N,517016,168523,326,L940,0
BP547,50494,490013516N,517016,182603,334,BB04,0
BP5470,56592,490018882W,517016,168594,235,L938,0
BP5471,50603,490018885E,517008,166934,55,J535,0
BP5472,53230,490018885W,516999,166896,232,J535,0
BP5473,48352,490018886E,516998,166962,107,J533,0
BP5474,53058,490018886W,516995,166975,293,J533,0
BP5475,77164,490013518W,516995,166866,116,J534,0
BP5476,49883,490013518W1,516990,166880,296,J534,0
BP5477,72764,490001072N,516986,159034,15,H625,0
BP5479,53700,490001344S,516984,178779,144,G040,0
BP548,77490,490013399K,516982,183048,66,BB05,0
BP5480,59565,490001344N1,516980,178789,43,G009,0
BP5481,48781,490001344N2,516973,178804,42,G009,0
BP5483,76089,490018895,516973,178551,257,NF09,0
BP5484,52658,490010161W,516972,184804,252,D309,0
BP5485,55553,490018901W,516964,181639,236,8104,0
BP5486,75668,490010131W,516957,181499,233,8110,0
BP5488,75368,490018899W,516955,184367,278,D413,0
BP5489,91513,490018899E,516949,184381,98,D413,0
BP5491,74454,490018902W,516945,171642,210,L404,0
BP5493,57913,490004063W,516943,180341,302,3202,0
BP5494,54709,490018922E,516937,169574,76,K211,0
BP5496,54622,490018933Y,516937,177224,158,NC15,0
BP5497,72207,490018948N,516930,178231,32,6806,0
BP5498,52410,1590046101,516918,184082,171,VN79,0
BP550,54862,490005220W,516917,181305,265,BP33,0
BP5502,74868,490018958N,516916,171875,358,3T11,0
BP5504,72227,490004220S,516913,182884,150,BF08,0
BP5505,56323,490009327W,516911,190562,224,TT09,0
BP5506,49557,490009327W1,516908,190618,232,TT09,0
BP5507,73733,490019117E,516903,190519,44,TT09,0
BP5508,47234,490019118E,516899,190671,52,TT09,0
BP5509,57654,490019119N,516891,190709,317,TT08,0
BP551,48732,490012949N,516883,184194,311,AG25,0
BP5510,51348,490014094N,516880,190867,318,TT15,0
BP5511,56727,490014094S,516880,190835,142,TT08,0
BP5512,52171,4900019044N,516879,193661,36,SH23,0
BP5513,49411,4900019044S,516876,193677,216,SH23,0
BP5516,91541,490019060S,516873,179268,170,3B06,0
BP5518,52448,490006350S,516868,169272,209,L922,0
BP552,52024,490012287S,516867,184551,150,AG23,0
BP5521,56741,490019122E,516864,186475,113,YM23,0
BP5522,77681,490019123E,516857,187219,70,PU05,0
BP5523,50129,490019123W,516850,187221,250,PU05,0
BP5524,76618,490019140N,516849,180755,54,0B02,0
BP5525,77184,490009195S1,516849,185566,157,DG07,0
BP5529,91619,490010154Y,516848,185184,273,DG19,0
BP553,52945,490012287N,516842,184642,339,AG23,0
BP5533,56684,40004409810H,516823,159444,5,ZJ04,0
BP5534,77049,490004403N,516817,174216,329,4.00E+11,0
BP5535,56084,490003824W,516816,181951,277,1F04,0
BP5536,52701,490003831E,516814,181924,97,C611,0
BP5537,55544,490003831W,516813,181909,277,C611,0
BP554,73124,490008049N,516809,184846,2,AG21,0
BP5540,56482,490014934E,516805,178973,105,G011,0
BP5543,91624,490018330W,516800,181157,227,104,0
BP5546,75730,490003764W,516800,186869,298,WA17,0
BP5547,59281,1.50E+11,516795,193558,240,VH56,0
BP5548,54655,40004406167A,516793,162214,330,ZR18,0
BP5549,76704,40004406167B,516785,162224,150,ZR18,0
BP555,54593,490008049S,516784,185004,168,AG21,0
BP5550,75097,490010205E,516783,176816,82,2207,0
BP5554,74619,490015097W,516782,180823,216,0B03,0
BP5555,51936,490019451E,516780,168410,111,FK15,0
BP5556,48134,490019451W,516775,168391,233,FK15,0
BP5557,73308,4900019403Z,516774,187717,324,T225,0
BP5558,51446,4900019343S,516759,175168,167,4.00E+02,0
BP5561,51591,490019402S,516747,174458,215,5L13,0
BP5562,59249,490000157N,516744,182038,29,Q502,0
BP5563,47496,3700518,516743,179662,320,6Z29,0
BP5564,71054,490019398S,516742,161025,201,J405,0
BP5565,53524,490019398N,516738,161068,21,J405,0
BP5568,51155,490015048T,516732,179836,179,0K08,0
BP557,53269,490006318N1,516731,182276,12,AK12,0
BP5570,58681,490019460W,516729,178215,57,7F09,0
BP5573,53737,490019464S,516728,165489,129,J906,0
BP5574,50976,490019461N,516728,165525,309,J906,0
BP5575,91542,49000225SY,516727,181219,103,1402,0
BP5576,48017,49003176N1,516722,159114,56,H631,0
BP558,52274,490009269A,516715,180232,271,AL03,0
BP5582,48137,490019528S,516715,182405,321,W023,0
BP5584,91501,490015965E,516704,174687,55,5808,0
BP5585,91502,490015965W,516704,174691,234,5808,0
BP5587,49378,490007476E,516697,192097,98,U610,0
BP5588,56871,490003090S,516695,176575,199,6F08,0
BP559,52310,490009269B,516686,180232,271,AL03,0
BP5590,47994,490007458K,516681,188315,88,SC13,0
BP5591,48712,490015347H,516678,188364,213,SC18,0
BP5592,47999,490015347S,516678,188187,198,SC13,0
BP5593,51883,490008743N,516674,181450,359,1C04,0
BP5594,48024,49008743N1,516672,181569,49,1C04,0
BP5596,91514,490001188S1,516669,166537,190,KA24,0
BP5597,91515,490003162N,516661,166578,325,KA25,0
BP5598,91516,490001188E,516659,166566,105,KA24,0
BP5599,91517,490003149N,516653,171473,318,5D10,0
BP560,76746,3700089,516652,177764,124,6Z08,0
BP5602,91518,490001306N,516651,164038,11,J205,0
BP5603,91550,4919793W,516650,184657,158,A710,0
BP5604,91551,4919793T,516647,184599,182,A710,0
BP5605,91552,4919793S,516642,184613,1,A710,0
BP5606,91553,4919793U,516631,184633,3,A710,0
BP5609,91519,490003230W,516630,186186,84,D916,0
BP561,47494,3700090,516628,177752,304,6Z08,0
BP5611,91520,490003197W,516624,186168,273,D921,0
BP5612,91521,490003197E,516622,186182,96,D921,0
BP5613,91522,490003209S,516622,186040,201,DA16,0
BP5614,91523,490003209N,516621,185981,24,DA16,0
BP5615,91524,490003213E,516619,185846,94,DA17,0
BP5616,91525,4.90E+09,516619,185837,274,DA17,0
BP5617,91526,490001568N,516615,184690,278,D412,0
BP5619,91527,490015434W2,516615,185665,207,D613,0
BP5620,91539,490019653E,516615,180702,77,Q905,0
BP5621,91528,490015434E,516611,185669,27,D613,0
BP5622,91529,490003221W,516608,185498,230,D614,0
BP5623,91530,490003221E,516601,185492,58,D615,0
BP5624,91508,490011617N1,516600,178890,26,0L14,0
BP5625,91509,490015048N,516600,179628,2,0K03,0
BP5626,91510,49009081LF,516599,180655,76,0M12,0
BP563,49382,490008646KC,516596,178417,246,4603,0
BP5633,91543,490013325R,516587,176118,113,GK04,0
BP5634,91414,,516582,189078,73,9J03,0
BP5638,91201,490018680S,516579,181951,165,Q514,0
BP564,51323,490006274W,516575,178077,256,4732,0
BP5643,91206,490003304W,516575,187931,261,D810,0
BP5644,91207,490019709N,516573,180544,304,P512,0
BP5645,91208,490001069C,516573,175385,65,5704,0
BP5646,91209,490000200H,516572,182143,324,8607,0
BP5649,91556,490007476W,516572,192075,280,U610,0
BP565,50985,490008646KD,516571,178385,58,4603,0
BP5652,91557,490003305N,516568,183314,354,W414,0
BP5653,91558,490003305S,516564,183267,174,W414,0
BP5654,91540,490001674E,516551,188114,57,SC16,0
BP5655,91560,490015364S,516550,188833,177,XR21,0
BP5656,91555,490010921S,516541,176294,236,4901,0
BP5657,91547,490019845W,516536,192404,265,U517,0
BP5659,91548,490011725 E1,516535,184875,311,QL01,0
BP566,71654,490009375E,516527,178138,84,4731,0
BP5660,91549,490011725E,516524,184861,129,QP25,0
BP5663,91243,49004039W1,516518,181526,227,112,0
BP5664,91244,49004039W2,516518,181494,227,112,0
BP5665,91245,490003554W,516517,181374,227,115,0
BP5669,91249,490018959N,516516,168554,257,K427,0
BP567,75069,490011521E,516514,178586,71,4604,0
BP5670,91250,490017354E,516507,180246,59,0D04,0
BP5671,91251,490003600N,516506,168114,11,K608,0
BP5672,91252,490010100E,516500,192004,95,PN06,0
BP5674,91254,490003604S,516497,186265,154,X107,0
BP5678,91258,490001343V,516493,189439,323,YF08,0
BP568,53166,490011521W,516490,178536,232,4604,0
BP5680,91260,490000139B,516482,180210,127,3601,0
BP5681,91261,490000139C,516479,180202,128,3601,0
BP5683,91263,490005121X,516475,162585,7,KC07,0
BP5686,91266,490020082E,516455,199213,94,UH03,0
BP5687,91267,490015208A,516454,181583,95,1D02,0
BP5688,91268,490020076N,516454,192691,322,SD15,0
BP5689,91269,490020077S,516452,192937,145,SD10,0
BP569,48867,490009375W,516445,178113,267,4731,0
BP5692,91272,490020071N,516440,199368,3,UJ15,0
BP5693,91273,490020071S,516439,199406,183,UJ15,0
BP5695,91275,490003673E,516438,196297,25,TJ22,0
BP5696,91276,490020081E,516437,186528,95,X222,0
BP5698,91278,490020089S,516434,165472,36,JC46,0
BP5700,91280,490020090E,516434,165658,135,JB13,0
BP5701,91281,490020090W,516433,165678,315,JB13,0
BP5702,91282,490020098W,516426,192919,234,TB13,0
BP5710,91290,490020086E,516425,176682,77,GH05,0
BP5713,91293,490011397E,516422,183180,265,RG23,0
BP5719,91299,490014237S,516420,166291,211,K918,0
BP5720,91300,490003470W,516417,170275,283,LF31,0
BP5721,91301,490020096W,516411,179368,265,P712,0
BP5722,91302,490020097E,516410,179288,79,P732,0
BP5723,91303,490001235E,516410,182046,83,V017,0
BP5724,91304,490001235W,516410,182062,131,V017,0
BP5725,91305,490001279E,516409,171264,77,4U18,0
BP5726,91306,490001279W,516407,171244,254,4U18,0
BP5727,91307,490001228E,516403,195581,109,UQ12,0
BP5731,91311,490000023T,516402,180750,180,1902,0
BP5739,91319,490000157Z,516402,181875,290,Q407,0
BP574,47319,490010595F,516401,175361,136,3R04,0
BP5741,91321,490020109W,516397,171467,294,K048,0
BP5742,91322,490016719N,516394,188231,322,SC15,0
BP5743,91323,490020107N,516391,178874,275,NF08,0
BP5744,91324,490020107S,516385,178879,165,NF08,0
BP5745,91325,490015188S,516379,189685,103,9502,0
BP5746,91326,490020110N,516378,171226,184,4Q44,0
BP5747,91327,490020110S,516375,171264,4,4Q44,0
BP575,53733,490007669N,516369,163839,338,HD06,0
BP5750,91330,490020119W,516367,182216,254,V005,0
BP5752,91332,490010565G,516364,160910,35,H527,0
BP5753,91333,490018006E,516363,168909,61,FR22,0
BP5755,91335,"490000015N
",516360,184382,215,W401,0
BP5756,91336,"490020120NW
",516360,165740,308,JC04,0
BP5757,91337,490001282N,516357,185217,340,RN10,0
BP5758,91338,490013408N,516354,189577,244,9D15,0
BP5759,91339,"490000284FQ
",516348,176742,156,6H07,0
BP576,52943,490004239N,516346,164225,9,HD07,0
BP5760,91340,"490001030W
",516346,191498,230,TV19,0
BP5762,91342,"490012462Z
",516343,184358,179,DF05,0
BP5763,91343,,516340,185879,130,YL01,0
BP5764,91344,490020128S,516336,185462,176,YM20,0
BP5765,91345,490020128N,516328,185414,346,YM20,0
BP5766,91346,"	490020129S	30",516326,185077,179,A711,0
BP5767,91347,"	490020129S	30",516326,185143,359,A711,0
BP5768,91348,"	490018554E	30",516326,184846,90,A712,0
BP5769,91349,"	490018554W	3",516325,184831,270,A712,0
BP577,56191,490007669S,516323,163932,176,HD06,0
BP5770,91350,490018554E,516323,184847,89,A715,0
BP5771,91351,490018554C,516322,184833,269,A715,0
BP5772,91352,"	490020130S	30",516317,184427,135,A714,0
BP5773,91353,"	490020130N	30",516317,184567,315,A714,0
BP5774,91354,"490000286Z
",516309,175380,241,4J04,0
BP5776,91356,490020137S,516308,184843,152,DE07,0
BP5777,91357,490020137N,516294,184829,332,DE07,0
BP5778,91358,,516290,169511,322,K417,0
BP5779,91359,,516288,169793,347,K428,0
BP578,76799,490004062N,516285,162934,19,H411,0
BP5780,91360,,516276,169763,177,K428,0
BP5781,91361,,516275,169500,137,K417,0
BP5782,91362,490001127N,516274,185019,126,DG04,0
BP5784,91364,490019793X,516274,184580,184,A710,0
BP5786,91366,490019673N,516252,175327,338,GF06,0
BP5787,91367,490020132S,516243,175362,161,GF06,0
BP5788,91368,490020133W,516241,175300,260,GF07,0
BP5789,91369,490020134E,516235,175323,80,GF07,0
BP579,51202,490009479N,516233,162626,53,H412,0
BP5790,91370,,516232,175437,34,4K15,0
BP5796,91376,,516225,171539,123,K049,0
BP5797,91377,490000287N,516223,185087,48,A711,0
BP5798,91378,,516218,185158,242,A711,0
BP5799,91379,490000288E,516216,182768,271,W009,0
BP580,50311,490014983S,516216,162302,204,H530,0
BP5800,91380,NONE,516215,182428,154,W023,0
BP5801,91381,"490000290E
",516211,178202,87,NE25,0
BP5802,91382,490009139Z,516210,187283,217,YK08,0
BP5809,91389,"1500420021Y0
",516203,196285,253,UZ12,0
BP581,53581,490009479S,516203,162668,227,H412,0
BP5811,91391,,516202,173132,256,MH02,0
BP5812,90392,,516202,173139,255,MH02,0
BP5813,91393,,516198,173113,185,MH13,0
BP5814,91394,,516196,173335,214,MH15,0
BP5815,91395,,516196,190559,112,PP02,0
BP5816,91396,,516192,190452,291,PP19,0
BP5819,91399,"490020135E
",516190,175400,131,4K16,0
BP582,53065,490014983N,516181,162225,34,H530,0
BP5820,91400,"4900201239S
",516181,186115,153,S114,0
BP5823,91403,"490020144Z
",516181,186363,147,D922,0
BP5824,91404,"4900020144Y
",516176,186393,319,D922,0
BP5825,91405,"4900020145S
",516171,186099,166,DD22,0
BP5826,91406,"4900020145N
",516156,186125,345,DD22,0
BP5827,91407,,516155,173200,57,4P09,0
BP5828,91408,,516154,173171,142,4P10,0
BP5829,91409,"490020149F
",516148,173253,327,4P11,0
BP583,50830,490011271E,516145,161845,40,H531,0
BP5830,91410,,516144,173509,125,4P12,0
BP5831,91411,,516138,173482,305,4P12,0
BP5832,91412,,516135,173569,233,4P13,0
BP5833,91413,,516133,173573,54,4P13,0
BP5835,91415,"49000020141Q
",516133,189204,4,9J12,0
BP5836,91416,,516129,189410,8,9J02,0
BP5837,91417,,516127,173405,353,2M08,0
BP5838,91418,,516125,161914,18,KC18,0
BP5839,91419,,516124,161736,199,KC18,0
BP584,74858,490012625N,516122,163545,5,H413,0
BP5840,91420,,516119,180639,288,0C05,0
BP5841,91421,,516116,182346,238,8220,0
BP5842,91422,,516111,184160,211,A808,0
BP5843,91423,,516110,184174,31,A808,0
BP5846,91426,,516110,179247,354,0K19,0
BP5847,91427,,516106,184540,86,BG01,0
BP5848,91248,,516099,184527,266,BG01,0
BP5849,91429,,516099,184335,116,A806,0
BP585,76269,490011517S,516095,163412,191,H410,0
BP5850,91430,,516092,184398,308,A806,0
BP5853,91433,,516088,170030,299,LA07,0
BP5854,91434,,516083,170119,71,LA05,0
BP5855,91435,,516081,170118,251,LA05,0
BP5859,91439,,516080,175643,199,2815,0
BP586,47933,490004062S,516078,162844,200,H411,0
BP5861,91441,,516077,175404,131,4K16,0
BP5863,91443,,516077,194737,90,Y110,0
BP5864,91444,,516076,194727,270,Y110,0
BP5865,91445,,516074,168489,272,LC25,0
BP5866,91446,,516071,175868,10,EC10,0
BP5867,91447,"490000288Z
",516069,175481,34,4K15,0
BP5868,91448,,516067,175481,167,4K05,0
BP5869,91449,,516066,167603,181,LE15,0
BP587,75821,490001258S,516065,164559,166,HD08,0
BP5870,91450,,516062,171626,129,FM49,0
BP5872,91452,,516061,180722,325,AK07,0
BP5873,91453,,516055,169391,130,FR16,0
BP5874,91454,,516055,169382,310,FR16,0
BP5875,91455,,516054,181271,310,1005,0
BP5876,91456,"490000297E
",516053,184502,72,BG02,0
BP5877,91457,,516049,184483,252,BG02,0
BP5878,91458,,516049,184429,71,DE05,0
BP5879,91459,,516039,183848,161,BG08,0
BP588,52459,490001258N,516038,164512,346,HD08,0
BP5880,91460,,516031,175251,352,GF08,0
BP5881,91461,,516026,174988,4,GF14,0
BP5882,91462,,516021,174958,183,GF14,0
BP5883,91463,,516015,184882,341,A911,0
BP5884,91464,,516008,189535,166,9J01,0
BP5885,91465,,516005,189502,170,9J01,0
BP5886,91466,,515998,189541,167,9J01,0
BP5887,91467,,515994,189497,145,9J01,0
BP5888,91468,,515993,189501,347,9J01,0
BP5889,91469,,515992,189491,310,9J01,0
BP589,77319,490014771W,515987,166927,237,HF13,0
BP5892,91472,,515985,183843,306,A809,0
BP5893,91473,,515985,183805,125,A809,0
BP5894,91474,,515984,183920,140,A805,0
BP5895,91475,,515979,181286,33,A528,0
BP5896,91476,,515973,163778,208,J717,0
BP5897,91477,,515970,163802,54,J717,0
BP5899,91479,,515967,188144,175,SC19,0
BP590,77668,490014771E,515957,166979,57,HF13,0
BP5900,91480,,515951,172775,269,EK37,0
BP5901,91481,,515949,172744,262,EK31,0
BP5906,91486,,515948,170170,162,L221,0
BP5907,91487,,515947,162180,144,H151,0
BP591,72662,490010702N,515944,187133,349,S015,0
BP5911,91491,,515942,187608,76,X814,0
BP5912,91492,,515941,187596,257,X814,0
BP5913,91493,,515936,172547,211,5Q11,0
BP592,77625,490011271S,515935,161939,218,H531,0
BP5920,91500,,515933,191906,298,PN05,0
BP5922,92000,,515925,181260,149,B006,0
BP5923,91623,,515923,168601,167,K413,0
BP5924,91504,,515920,168261,320,HS27,0
BP5925,91505,,515919,168325,140,HS27,0
BP5926,92001,,515918,177092,150,7G15,0
BP5927,92002,,515912,177094,329,7G15,0
BP5929,92004,,515900,180157,150,301,0
BP593,54782,490013810W,515899,192754,274,VG15,0
BP5930,92005,,515898,174960,105,2906,0
BP5931,91511,,515897,175265,170,GF02,0
BP5932,92007,,515895,175393,349,GF02,0
BP5934,92009,,515894,175446,300,GF03,0
BP5935,92010,,515893,175046,80,GF01,0
BP5937,92012,,515892,184001,320,A805,0
BP5939,92014,,515890,180746,152,0.00E+00,0
BP594,51786,490013182W,515889,192789,282,VG26,0
BP5945,92020,,515888,181137,345,1006,0
BP5947,NONE,,515887,181152,60,1010,0
BP5948,92023,,515886,183362,64,RF09,0
BP5949,92024,,515885,163848,344,J717,0
BP595,48190,490006022E,515884,171031,101,4V06,0
BP5950,92025,,515883,180223,233,BN08,0
BP5951,92026,,515877,190020,108,T726,0
BP5952,92027,,515876,189757,282,T608,0
BP5953,92028,,515876,189912,299,T724,0
BP5954,92029,,515872,190019,286,T726,0
BP5958,92033,,515871,191758,49,T922,0
BP5959,92034,,515870,191767,230,T922,0
BP596,59388,490010065S,515866,171788,223,FX12,0
BP5960,92035,,515865,191698,296,T921,0
BP5961,92036,,515860,191726,355,T921,0
BP5962,92037,,515854,175228,217,M709,0
BP5968,92043,,515854,187483,98,RL08,0
BP597,55470,490009258W,515852,170288,273,FS09,0
BP5971,92046,,515848,163172,191,H415,0
BP5974,92049,,515842,181270,36,1H04,0
BP598,77633,490009258E,515838,170299,87,FS09,0
BP599,75987,490006379BL,515837,178690,141,3F05,0
BP600,53083,490015704S,515836,191726,178,TD12,0
BP601,47292,490006232S,515834,173961,146,3S08,0
BP602,57159,490013878H,515823,182787,67,QT04,0
BP604,71587,490003028E,515823,182578,246,RG16,0
BP605,77982,490014449N,515812,182520,252,Q518,0
BP606,48260,490014449E,515812,182542,72,Q518,0
BP607,54073,490011389W,515804,182441,259,Q519,0
BP608,52579,490005896N,515797,182823,330,RG07,0
